section_id,document_number,sentence
694fb819aedc69db48c73c9e,75/2025/NĐ-CP,Ủy ban nhân dân cấp tỉnh có trách nhiệm bảo đảm việc thực hiện các thủ tục và quy định đó kịp thời
694fb819aedc69db48c73cd4,71/2024/NĐ-CP,"Khảo sát về thửa đất, khu đất cần định giá"
694fb819aedc69db48c73cd4,71/2024/NĐ-CP,"Thu thập thông tin về thửa đất, khu đất cần định giá"
694fb819aedc69db48c73cd7,71/2024/NĐ-CP,"Thông tin được thu thập qua điều tra, khảo sát"
694fb819aedc69db48c73cde,71/2024/NĐ-CP,Trường hợp thửa đất so sánh có tài sản gắn liền với đất thì giá trị của tài sản gắn liền với đất của thửa đất so sánh được xác định
694fb819aedc69db48c73cdf,71/2024/NĐ-CP,Trường hợp thửa đất so sánh có tài sản gắn liền với đất thì giá trị của tài sản gắn liền với đất của thửa đất so sánh được xác định
694fb819aedc69db48c73ce2,71/2024/NĐ-CP,Các yếu tố ảnh hưởng đến giá đất của thửa đất cần định giá được lấy làm chuẩn để điều chỉnh giá của thửa đất so sánh
694fb819aedc69db48c73ceb,71/2024/NĐ-CP,"Trường hợp không có số liệu từ cơ quan thống kê, cơ quan thuế, cơ quan nông nghiệp và phát triển nông thôn thì cơ quan thu thập thông tin về thu nhập thực tế phổ biến trên thị trường của 03 thửa đất có khoảng cách gần nhất đến thửa đất, khu đất cần định giá"
694fb819aedc69db48c73d1e,151/2025/NĐ-CP,Thẩm quyền của Ủy ban nhân dân cấp huyện theo quy định của Luật Đất đai chuyển giao cho Chủ tịch Ủy ban nhân dân cấp xã thực hiện
694fb819aedc69db48c73d27,151/2025/NĐ-CP,Thẩm quyền của ủy ban nhân dân cấp huyện theo quy định của luật đất đai chuyển giao cho chủ tịch ủy ban nhân dân cấp xã thực hiện
694fb819aedc69db48c73d29,151/2025/NĐ-CP,Thẩm quyền của ủy ban nhân dân cấp huyện theo quy định của luật đất đai chuyển giao cho chủ tịch ủy ban nhân dân cấp xã thực hiện
694fb819aedc69db48c73d2d,151/2025/NĐ-CP,Thẩm quyền của chủ tịch ủy ban nhân dân cấp huyện theo quy định của luật đất đai chuyển giao cho chủ tịch ủy ban nhân dân cấp xã thực hiện
694fb819aedc69db48c73d35,151/2025/NĐ-CP,Thẩm quyền đó được phân cấp cho Chủ tịch Ủy ban nhân dân cấp xã thực hiện
694fb819aedc69db48c73d4e,151/2025/NĐ-CP,Các trường hợp do Ủy ban nhân dân cấp tỉnh thực hiện
694fb819aedc69db48c73d56,151/2025/NĐ-CP,Thẩm quyền của ủy ban nhân dân cấp tỉnh do chủ tịch ủy ban nhân dân cấp tỉnh thực hiện
694fb819aedc69db48c73d61,151/2025/NĐ-CP,Thẩm quyền của ủy ban nhân dân cấp tỉnh theo quy định của nghị định số 101/2024/NĐ-CP ngày 29 tháng 7 năm 2024 của Chính phủ do chủ tịch ủy ban nhân dân cấp tỉnh thực hiện
694fb819aedc69db48c73dbb,151/2025/NĐ-CP,"Những trường hợp kiểm tra, ký duyệt mảnh trích đo bản đồ địa chính thuộc thẩm quyền của cơ quan có chức năng quản lý đất đai cấp tỉnh thì văn phòng đăng ký đất đai không thực hiện"
694fb819aedc69db48c73dbb,151/2025/NĐ-CP,"Những trường hợp kiểm tra, ký duyệt mảnh trích đo bản đồ địa chính thuộc thẩm quyền của cơ quan có chức năng quản lý đất đai cấp tỉnh thì chi nhánh văn phòng đăng ký đất đai không thực hiện"
694fb819aedc69db48c73ddc,151/2025/NĐ-CP,Trường hợp chưa có kế hoạch phát triển kinh tế - xã hội cấp xã thì sử dụng kế hoạch phát triển kinh tế - xã hội của cấp xã thuộc địa bàn trước ngày 01 tháng 7 năm 2025
694fb819aedc69db48c73e20,151/2025/NĐ-CP,Trường hợp đó chưa tổ chức thực hiện cưỡng chế
694fb819aedc69db48c73e2e,151/2025/NĐ-CP,"Cơ quan, người có thẩm quyền không được yêu cầu cá nhân, tổ chức nộp lại hồ sơ đã nộp"
694fb81aaedc69db48c73e38,144/2025/NĐ-CP,Nguyên tắc chung đẩy mạnh phân quyền
694fb81aaedc69db48c73e38,144/2025/NĐ-CP,Nguyên tắc chung đẩy mạnh phân cấp
694fb81aaedc69db48c73e3a,144/2025/NĐ-CP,"Nguyên tắc chung bảo đảm công khai, minh bạch"
694fb81aaedc69db48c73e70,144/2025/NĐ-CP,Các thủ tục cấp chứng chỉ năng lực do cơ quan chuyên môn thuộc Ủy ban nhân dân cấp tỉnh thực hiện
694fb81aaedc69db48c73e87,144/2025/NĐ-CP,Ủy ban nhân dân cấp tỉnh tổ chức thực hiện một số nhiệm vụ quản lý chi phí đầu tư xây dựng trong phạm vi quản lý nếu cần thiết
694fb81aaedc69db48c73ea2,144/2025/NĐ-CP,Hội đồng Thẩm định tổ chức thẩm định
694fb81aaedc69db48c73ec8,144/2025/NĐ-CP,Phương án quản lý sử dụng nhà ở sau khi chuyển đổi có thể là cho thuê
694fb81aaedc69db48c73ec8,144/2025/NĐ-CP,Phương án quản lý sử dụng nhà ở sau khi chuyển đổi có thể là cho thuê mua
694fb81aaedc69db48c73ecf,144/2025/NĐ-CP,"Trình tự, thủ tục chuyển đổi công năng nhà ở thuộc tài sản công quy định tại khoản 1 điều này được thực hiện theo quy định"
694fb81aaedc69db48c73ee0,144/2025/NĐ-CP,Hồ sơ đề án bán nhà ở cho lực lượng vũ trang nhân dân thuộc tài sản công bao gồm đề xuất
694fb81aaedc69db48c73ee3,144/2025/NĐ-CP,"Cơ quan, đơn vị trực thuộc được giao quản lý nhà ở xã hội, nhà ở cho lực lượng vũ trang thuộc tài sản công đề nghị xem xét"
694fb81aaedc69db48c73eef,144/2025/NĐ-CP,Trách nhiệm quy định tại điểm c khoản 1 điều 20 nghị định số 96/2024/NĐ-CP ngày 24 tháng 7 năm 2024 của Chính phủ do lãnh đạo phòng có chức năng quản lý thị trường bất động sản của sở xây dựng thực hiện
694fb81aaedc69db48c73f09,144/2025/NĐ-CP,Thời gian thực hiện thủ tục hành chính thứ đó là 10 ngày làm việc kể từ khi nhận đủ hồ sơ theo quy định
694fb81aaedc69db48c73f2d,144/2025/NĐ-CP,Ủy ban nhân dân cấp tỉnh nơi có công trình chấp thuận đối với đường ngang công cộng do mình tổ chức quản lý
694fb81aaedc69db48c73f2d,144/2025/NĐ-CP,Ủy ban nhân dân cấp tỉnh nơi có công trình chấp thuận đối với đường ngang công cộng do mình tổ chức bảo trì
694fb81aaedc69db48c73f2e,144/2025/NĐ-CP,Hồ sơ và trình tự thực hiện chấp thuận chủ trương xây dựng đường ngang được quy định rõ
694fb81aaedc69db48c7400b,131/2025/NĐ-CP,200 kg/năm trở lên phải lập hồ sơ đề nghị cấp giấy phép môi trường theo quy định tại điều 39 luật bảo vệ môi trường
694fb81aaedc69db48c740d0,03/2025/NĐ-CP,"Nhà, đất do đối tượng quy định tại điểm b khoản 2 điều 2 nghị định này quản lý"
694fb81aaedc69db48c740d0,03/2025/NĐ-CP,"Nhà, đất do đối tượng quy định tại điểm b khoản 2 điều 2 nghị định này sử dụng"
694fb81aaedc69db48c740d2,03/2025/NĐ-CP,"Nhà, đất do các đối tượng sau đây quản lý và sử dụng"
694fb81aaedc69db48c740d4,03/2025/NĐ-CP,"Nhà, đất do các cơ quan, tổ chức, đơn vị quy định tại khoản 1 điều 2 nghị định này quản lý, sử dụng"
694fb81aaedc69db48c740d5,03/2025/NĐ-CP,"Nhà, đất do các cơ quan, tổ chức, đơn vị quy định tại khoản 1 điều 2 nghị định này quản lý, sử dụng"
694fb81aaedc69db48c740d6,03/2025/NĐ-CP,"Nhà, đất do các cơ quan, tổ chức, đơn vị quy định tại khoản 1 điều 2 nghị định này quản lý và sử dụng"
694fb81aaedc69db48c740d7,03/2025/NĐ-CP,"Nhà, đất do các cơ quan, tổ chức, đơn vị quy định tại khoản 1 điều 2 nghị định này quản lý và sử dụng"
694fb81aaedc69db48c740d9,03/2025/NĐ-CP,"Nhà, đất do các cơ quan, tổ chức, đơn vị quy định tại khoản 1 điều 2 nghị định này quản lý, sử dụng"
694fb81aaedc69db48c740db,03/2025/NĐ-CP,"Nhà, đất do các cơ quan, tổ chức, đơn vị quy định tại khoản 1 điều 2 nghị định này quản lý, sử dụng"
694fb81aaedc69db48c740dd,03/2025/NĐ-CP,"Nhà, đất do các cơ quan, tổ chức, đơn vị quy định tại khoản 1 điều 2 nghị định này quản lý, sử dụng"
694fb81aaedc69db48c740e1,03/2025/NĐ-CP,"Trong thời gian liên doanh, liên kết bao gồm cả thời gian gia hạn hợp đồng thì không thực hiện sắp xếp lại, xử lý theo quy định tại nghị định này"
694fb81aaedc69db48c740e3,03/2025/NĐ-CP,"Trường hợp sau khi có hiệu lực của bản án, quyết định của tòa án thì thực hiện sắp xếp lại, xử lý theo quy định tại nghị định này"
694fb81aaedc69db48c740e3,03/2025/NĐ-CP,"Trường hợp sau khi có hiệu lực của quyết định hoặc phán quyết của trọng tài thương mại Việt Nam thì thực hiện sắp xếp lại, xử lý theo quy định tại nghị định này"
694fb81aaedc69db48c740e3,03/2025/NĐ-CP,"Trường hợp sau khi có hiệu lực của quyết định thi hành án thì thực hiện sắp xếp lại, xử lý theo quy định tại nghị định này"
694fb81aaedc69db48c740e3,03/2025/NĐ-CP,"Trường hợp sau khi có hiệu lực của quyết định giải quyết tranh chấp thì thực hiện sắp xếp lại, xử lý theo quy định tại nghị định này"
694fb81aaedc69db48c740e3,03/2025/NĐ-CP,"Trường hợp sau khi có hiệu lực của quyết định giải quyết khiếu nại thì thực hiện sắp xếp lại, xử lý theo quy định tại nghị định này"
694fb81aaedc69db48c740e3,03/2025/NĐ-CP,"Trường hợp sau khi có hiệu lực của quyết định giải quyết tố cáo về đất đai thì thực hiện sắp xếp lại, xử lý theo quy định tại nghị định này"
694fb81aaedc69db48c740e3,03/2025/NĐ-CP,"Trường hợp sau khi có hiệu lực của quyết định giải quyết các kiến nghị của cơ quan thanh tra, kiểm tra, kiểm toán thì thực hiện sắp xếp lại, xử lý theo quy định tại nghị định này"
694fb81aaedc69db48c740e3,03/2025/NĐ-CP,"Trường hợp sau khi có hiệu lực của bản án của cơ quan, người có thẩm quyền thì thực hiện sắp xếp lại, xử lý theo quy định tại nghị định này"
694fb81aaedc69db48c740ee,03/2025/NĐ-CP,Việc xác định đối tượng được thực hiện theo quy định
694fb81aaedc69db48c740ee,03/2025/NĐ-CP,"Việc xác định nhà, đất để sắp xếp lại, xử lý nhà, đất được thực hiện theo quy định"
694fb81aaedc69db48c740ee,03/2025/NĐ-CP,"Trường hợp một cơ sở nhà, đất do nhiều đối tượng quy định tại khoản 1 quản lý"
694fb81aaedc69db48c740f0,03/2025/NĐ-CP,"Nhà, đất do cơ quan, tổ chức, đơn vị quy định tại khoản 1 điều 2 nghị định này quản lý, sử dụng"
694fb81aaedc69db48c740f2,03/2025/NĐ-CP,"Việc xác định đối tượng và nhà, đất để sắp xếp lại, xử lý nhà, đất được thực hiện theo quy định"
694fb81aaedc69db48c74100,03/2025/NĐ-CP,"Bộ, cơ quan trung ương giao cho các cơ quan, tổ chức, đơn vị khác thuộc phạm vi quản lý chủ trì kiểm tra hiện trạng nhà, đất trong trường hợp các cơ quan, tổ chức, đơn vị đó không phải là cơ quan có thẩm quyền lập phương án quy định tại điểm a khoản 3 điều 4 nghị định này"
694fb81aaedc69db48c74101,03/2025/NĐ-CP,Cơ quan tổng hợp tiếp theo có thể không có
694fb81aaedc69db48c74124,03/2025/NĐ-CP,Văn bản giao cơ quan chủ trì kiểm tra hiện trạng được gửi để phối hợp
694fb81aaedc69db48c74124,03/2025/NĐ-CP,Văn bản giao cơ quan chủ trì kiểm tra hiện trạng được gửi để thực hiện
694fb81aaedc69db48c74138,03/2025/NĐ-CP,Ủy ban nhân dân cấp tỉnh quy định tại điểm b khoản 3 điều này có đề nghị
694fb81aaedc69db48c7415f,03/2025/NĐ-CP,"Ủy ban nhân dân cấp tỉnh quyết định chuyển giao nhà, đất của cơ quan, tổ chức, đơn vị thuộc địa phương quản lý trên địa bàn địa phương khác về ủy ban nhân dân cấp tỉnh (nơi có nhà, đất) quản lý, xử lý"
694fb81aaedc69db48c74160,03/2025/NĐ-CP,"Ủy ban nhân dân cấp tỉnh quyết định chuyển giao nhà, đất của cơ quan, tổ chức, đơn vị thuộc địa phương quản lý về các cơ quan chức năng của địa phương quản lý, xử lý"
694fb81aaedc69db48c74169,03/2025/NĐ-CP,"Việc bàn giao nhà, đất chuyển giao đối với nhà, đất chuyển giao là trụ sở làm việc, cơ sở hoạt động sự nghiệp hiện có của cơ quan, tổ chức, đơn vị được nhà nước giao trụ sở làm việc, cơ sở hoạt động sự nghiệp khác được thực hiện theo quy định"
694fb81aaedc69db48c74169,03/2025/NĐ-CP,"Việc bàn giao nhà, đất chuyển giao đối với nhà, đất chuyển giao là trụ sở làm việc, cơ sở hoạt động sự nghiệp hiện có của cơ quan, tổ chức, đơn vị được đầu tư xây dựng trụ sở làm việc, cơ sở hoạt động sự nghiệp tại địa điểm mới mà trụ sở cũ không còn nhu cầu sử dụng được thực hiện theo quy định"
694fb81aaedc69db48c7416d,03/2025/NĐ-CP,"Trường hợp nhà, đất đã được giao, bố trí làm nhà ở không đúng thẩm quyền trước ngày 19 tháng 01 năm 2007 phải được xử lý"
694fb81aaedc69db48c74175,03/2025/NĐ-CP,"Việc người được giao đất, cho thuê đất phải hoàn trả giá trị còn lại của tài sản gắn liền với đất được thông báo cho tổ chức, cá nhân có nhu cầu giao đất, cho thuê đất biết"
694fb81aaedc69db48c74184,03/2025/NĐ-CP,"Trường hợp sử dụng toàn bộ cơ sở nhà, đất để cho mượn, cho thuê, hợp tác, kinh doanh, liên doanh, liên kết không đúng quy định thì xử lý theo quy định"
694fb81aaedc69db48c74184,03/2025/NĐ-CP,"Trường hợp sử dụng một phần cơ sở nhà, đất để cho mượn, cho thuê, hợp tác, kinh doanh, liên doanh, liên kết không đúng quy định thì xử lý theo quy định"
694fb81aaedc69db48c74184,03/2025/NĐ-CP,"Trường hợp sử dụng toàn bộ cơ sở nhà, đất không đúng quy định thì xử lý thu hồi"
694fb81aaedc69db48c74184,03/2025/NĐ-CP,"Trường hợp sử dụng cơ sở nhà, đất theo các hình thức khác không đúng quy định của pháp luật về đất đai, pháp luật về quản lý, sử dụng tài sản công, pháp luật khác có liên quan thì xử lý theo quy định"
694fb81aaedc69db48c74185,03/2025/NĐ-CP,"Trường hợp sử dụng toàn bộ cơ sở nhà, đất theo các hình thức sử dụng khác không đúng quy định của pháp luật về đất đai, pháp luật về quản lý, sử dụng tài sản công, pháp luật khác có liên quan thì xử lý như sau"
694fb81aaedc69db48c74185,03/2025/NĐ-CP,"Trường hợp sử dụng một phần cơ sở nhà, đất theo các hình thức sử dụng khác không đúng quy định của pháp luật về đất đai, pháp luật về quản lý, sử dụng tài sản công, pháp luật khác có liên quan thì xử lý như sau"
694fb81aaedc69db48c74185,03/2025/NĐ-CP,"Trường hợp sử dụng một phần cơ sở nhà, đất không đúng quy định mà có thể tách phần diện tích sử dụng không đúng quy định thành khuôn viên độc lập thì xử lý thu hồi"
694fb81aaedc69db48c74185,03/2025/NĐ-CP,"Trường hợp sử dụng một phần cơ sở nhà, đất không đúng quy định mà có thể tách phần diện tích sử dụng không đúng quy định thành khuôn viên độc lập có lối đi riêng thì xử lý thu hồi"
694fb81aaedc69db48c74186,03/2025/NĐ-CP,"Trường hợp sử dụng toàn bộ cơ sở nhà, đất không đúng quy định của pháp luật về đất đai, pháp luật về quản lý, sử dụng tài sản công, pháp luật khác có liên quan thì xử lý như sau"
694fb81aaedc69db48c74186,03/2025/NĐ-CP,"Trường hợp sử dụng một phần cơ sở nhà, đất không đúng quy định của pháp luật về đất đai, pháp luật về quản lý, sử dụng tài sản công, pháp luật khác có liên quan thì xử lý như sau"
694fb81aaedc69db48c74187,03/2025/NĐ-CP,"Trường hợp sử dụng toàn bộ cơ sở nhà, đất theo các hình thức sử dụng khác không đúng quy định của pháp luật về đất đai, pháp luật về quản lý, sử dụng tài sản công, pháp luật khác có liên quan thì xử lý như sau"
694fb81aaedc69db48c74191,03/2025/NĐ-CP,"Nhà, đất mà trong quá trình thực hiện phải thay đổi phương án đã được phê duyệt sang các phương án khác được quy định tại Điều 9 Nghị định này thì phải báo cáo cơ quan, người có thẩm quyền để thay đổi phương án xử lý"
694fb81aaedc69db48c74193,03/2025/NĐ-CP,"Trong quá trình thực hiện, cần phải thay đổi phương án đã được phê duyệt sang các phương án khác được quy định tại điều 9 nghị định này"
694fb81aaedc69db48c74196,03/2025/NĐ-CP,"Đối với nhà, đất được phê duyệt phương án giữ lại tiếp tục sử dụng thì không thực hiện thủ tục thay đổi phương án"
694fb81aaedc69db48c74196,03/2025/NĐ-CP,"Trong trường hợp này, tổ chức thực hiện quản lý, sử dụng nhà, đất theo quy định của pháp luật về quản lý, sử dụng tài sản công"
694fb81aaedc69db48c74197,03/2025/NĐ-CP,"Đối với nhà, đất được phê duyệt phương án giữ lại tiếp tục sử dụng thì không thực hiện thủ tục thay đổi phương án"
694fb81aaedc69db48c74198,03/2025/NĐ-CP,"Đối với nhà, đất được phê duyệt phương án giữ lại tiếp tục sử dụng thì không thực hiện thủ tục thay đổi phương án"
694fb81aaedc69db48c74199,03/2025/NĐ-CP,"Đối với nhà, đất được phê duyệt phương án giữ lại tiếp tục sử dụng thì không thực hiện thủ tục thay đổi phương án"
694fb81aaedc69db48c7419a,03/2025/NĐ-CP,"Đối với nhà, đất được phê duyệt phương án giữ lại tiếp tục sử dụng thì không thực hiện thủ tục thay đổi phương án"
694fb81aaedc69db48c7419c,03/2025/NĐ-CP,"Trong quá trình tổ chức thực hiện phương án đã được phê duyệt phát sinh tranh chấp, khiếu nại, tố cáo hoặc bị lấn, chiếm"
694fb81aaedc69db48c7419c,03/2025/NĐ-CP,"Sau khi hoàn thành việc xử lý tranh chấp, khiếu nại, tố cáo, lấn, chiếm thực hiện như sau"
694fb81aaedc69db48c7419d,03/2025/NĐ-CP,"Trong quá trình tổ chức thực hiện phương án đã được phê duyệt phát sinh tranh chấp, khiếu nại, tố cáo hoặc bị lấn, chiếm"
694fb81aaedc69db48c7419d,03/2025/NĐ-CP,"Sau khi hoàn thành việc xử lý tranh chấp, khiếu nại, tố cáo, lấn, chiếm thực hiện như sau"
694fb81aaedc69db48c7419d,03/2025/NĐ-CP,Thì dừng thực hiện phương án đã được phê duyệt
694fb81aaedc69db48c741a8,03/2025/NĐ-CP,"Đối với nhà, đất đã được phê duyệt phương án tạm giữ lại tiếp tục sử dụng"
694fb81aaedc69db48c741a9,03/2025/NĐ-CP,"Đối với nhà, đất đã được phê duyệt phương án tạm giữ lại tiếp tục sử dụng"
694fb81aaedc69db48c741a9,03/2025/NĐ-CP,"Nhà, đất thuộc quy hoạch, kế hoạch sử dụng đất phục vụ mục đích quốc phòng, an ninh, phát triển kinh tế - xã hội vì lợi ích quốc gia, công cộng phải thu hồi"
694fb81aaedc69db48c741a9,03/2025/NĐ-CP,"Chưa có quyết định thu hồi của cơ quan nhà nước có thẩm quyền theo quy định của pháp luật về đất đai đối với nhà, đất đó"
694fb81aaedc69db48c741aa,03/2025/NĐ-CP,"Đối với nhà, đất đã được phê duyệt phương án tạm giữ lại tiếp tục sử dụng"
694fb81aaedc69db48c741ac,03/2025/NĐ-CP,"Đối với nhà, đất đã được cơ quan, người có thẩm quyền phê duyệt phương án bán tài sản gắn liền với đất, chuyển nhượng quyền sử dụng đất theo hình thức đấu giá, hình thức chỉ định"
694fb81aaedc69db48c741b2,03/2025/NĐ-CP,"Đối với nhà, đất đã được phê duyệt phương án thu hồi, điều chuyển, chuyển giao về địa phương quản lý, xử lý"
694fb81aaedc69db48c741ba,03/2025/NĐ-CP,"Đối với nhà, đất đã được phê duyệt phương án sắp xếp lại, xử lý nhà, đất theo quy định của pháp luật về sắp xếp lại, xử lý nhà, đất trước ngày nghị định này có hiệu lực thi hành nhưng chưa hoàn thành việc thực hiện phương án, cơ quan của Đảng thực hiện theo quy định"
694fb81aaedc69db48c741e6,03/2025/NĐ-CP,ngày do
694fb81aaedc69db48c741e6,03/2025/NĐ-CP,lập
694fb81aaedc69db48c741e6,03/2025/NĐ-CP,do
694fb81aaedc69db48c741e6,03/2025/NĐ-CP,lập
694fb81aaedc69db48c741e8,03/2025/NĐ-CP,Diện tích cho mượn là
694fb81aaedc69db48c741e8,03/2025/NĐ-CP,mét vuông
694fb81aaedc69db48c741e8,03/2025/NĐ-CP,Diện tích cho thuê là
694fb81aaedc69db48c741e8,03/2025/NĐ-CP,mét vuông
694fb81aaedc69db48c741e8,03/2025/NĐ-CP,mét vuông
694fb81aaedc69db48c741e8,03/2025/NĐ-CP,"Diện tích đang bị lấn, chiếm là"
694fb81aaedc69db48c741e8,03/2025/NĐ-CP,mét vuông
694fb81aaedc69db48c741e8,03/2025/NĐ-CP,mét vuông
694fb81aaedc69db48c741e8,03/2025/NĐ-CP,"Diện tích bỏ trống, chưa sử dụng là"
694fb81aaedc69db48c741e8,03/2025/NĐ-CP,mét vuông
694fb81aaedc69db48c741f4,03/2025/NĐ-CP,m
694fb81aaedc69db48c741f5,03/2025/NĐ-CP,Tổng số ngôi nhà là
694fb81aaedc69db48c741f5,03/2025/NĐ-CP,ngôi
694fb81aaedc69db48c741f6,03/2025/NĐ-CP,m
694fb81aaedc69db48c741f6,03/2025/NĐ-CP,Tổng diện tích sàn xây dựng nhà là
694fb81aaedc69db48c741f6,03/2025/NĐ-CP,m
694fb81aaedc69db48c741f6,03/2025/NĐ-CP,Tổng diện tích sàn sử dụng nhà là
694fb81aaedc69db48c741f6,03/2025/NĐ-CP,m
694fb81aaedc69db48c74226,178/2025/NĐ-CP,Nội dung quy hoạch đã được phê duyệt sẽ được thực hiện
694fb81aaedc69db48c7428d,178/2025/NĐ-CP,Chủ tịch hội đồng thi tuyển do hội đồng bầu ra
694fb81aaedc69db48c7428d,178/2025/NĐ-CP,Chủ tịch hội đồng thi tuyển do cơ quan tổ chức lập quy hoạch mời
694fb81aaedc69db48c742d5,178/2025/NĐ-CP,Trách nhiệm quản lý vận hành hệ thống cơ sở dữ liệu quy hoạch đô thị và nông thôn được quy định
694fb81aaedc69db48c7438c,140/2025/NĐ-CP,"Nhiệm vụ, thẩm quyền trong tổ chức lập, điều chỉnh danh mục công trình kiến trúc có giá trị được quy định rõ ràng"
694fb81aaedc69db48c74392,140/2025/NĐ-CP,"Nhiệm vụ, thẩm quyền trong phê duyệt, ban hành quy chế quản lý kiến trúc điểm dân cư nông thôn được quy định"
694fb81aaedc69db48c74395,140/2025/NĐ-CP,Nhiệm vụ và thẩm quyền trong thẩm định quy chế quản lý kiến trúc điểm dân cư nông thôn được quy định
694fb81aaedc69db48c743ff,140/2025/NĐ-CP,Kế hoạch phát triển nhà ở cấp tỉnh của từng địa phương trước sáp nhập đã được phê duyệt
694fb81aaedc69db48c74404,140/2025/NĐ-CP,"Trường hợp các danh mục công trình kiến trúc có giá trị được cơ quan có thẩm quyền phê duyệt, quy chế quản lý kiến trúc được cơ quan có thẩm quyền phê duyệt"
694fb81aaedc69db48c7440f,123/2024/NĐ-CP,Trường hợp điều ước quốc tế mà Việt Nam là thành viên có quy định khác được trừ
694fb81aaedc69db48c74427,123/2024/NĐ-CP,Biện pháp khắc phục hậu quả ngoài các biện pháp khắc phục hậu quả quy định tại điểm a và điểm i khoản 1 điều 28 luật xử lý vi phạm hành chính được áp dụng
694fb81aaedc69db48c74428,123/2024/NĐ-CP,Biện pháp khắc phục hậu quả ngoài các biện pháp khắc phục hậu quả quy định tại điểm a và điểm i khoản 1 điều 28 luật xử lý vi phạm hành chính được áp dụng
694fb81aaedc69db48c7442c,123/2024/NĐ-CP,Biện pháp khắc phục hậu quả ngoài các biện pháp khắc phục hậu quả quy định tại điểm a và điểm i khoản 1 điều 28 Luật Xử lý vi phạm hành chính được áp dụng
694fb81aaedc69db48c7442e,123/2024/NĐ-CP,Biện pháp khắc phục hậu quả ngoài các biện pháp khắc phục hậu quả quy định tại điểm a và điểm i khoản 1 điều 28 Luật xử lý vi phạm hành chính được áp dụng
694fb81aaedc69db48c74442,123/2024/NĐ-CP,"Thời gian để tính số năm vi phạm đối với trường hợp có lẻ ngày, tháng được quy định cụ thể"
694fb81aaedc69db48c7444b,123/2024/NĐ-CP,Hành vi chuyển đất trồng lúa sang loại đất khác trong nhóm đất nông nghiệp bị xử phạt
694fb81aaedc69db48c7444b,123/2024/NĐ-CP,000
694fb81aaedc69db48c7444b,123/2024/NĐ-CP,000 đồng đến 3
694fb81aaedc69db48c7444b,123/2024/NĐ-CP,000
694fb81aaedc69db48c7444b,123/2024/NĐ-CP,"000 đồng đối với diện tích đất dưới 0,5 héc ta"
694fb81aaedc69db48c7444c,123/2024/NĐ-CP,Hành vi chuyển đất trồng lúa sang loại đất khác trong nhóm đất nông nghiệp bị xử phạt
694fb81aaedc69db48c7444c,123/2024/NĐ-CP,000
694fb81aaedc69db48c7444c,123/2024/NĐ-CP,000 đồng đến 5
694fb81aaedc69db48c7444c,123/2024/NĐ-CP,000
694fb81aaedc69db48c7444c,123/2024/NĐ-CP,000 đồng
694fb81aaedc69db48c7444d,123/2024/NĐ-CP,000
694fb81aaedc69db48c7444d,123/2024/NĐ-CP,000 đồng đến 10
694fb81aaedc69db48c7444d,123/2024/NĐ-CP,000
694fb81aaedc69db48c7444d,123/2024/NĐ-CP,000 đồng
694fb81aaedc69db48c7444e,123/2024/NĐ-CP,000
694fb81aaedc69db48c7444e,123/2024/NĐ-CP,000 đồng đến 30
694fb81aaedc69db48c7444e,123/2024/NĐ-CP,000
694fb81aaedc69db48c7444e,123/2024/NĐ-CP,000 đồng đối với diện tích đất từ 03 héc ta trở lên
694fb81aaedc69db48c74450,123/2024/NĐ-CP,Hành vi chuyển đất trồng lúa sang đất phi nông nghiệp (không phải là đất ở) thuộc địa giới hành chính của xã bị xử phạt
694fb81aaedc69db48c74450,123/2024/NĐ-CP,000
694fb81aaedc69db48c74450,123/2024/NĐ-CP,000 đồng đến 5
694fb81aaedc69db48c74450,123/2024/NĐ-CP,000
694fb81aaedc69db48c74450,123/2024/NĐ-CP,000 đồng
694fb81aaedc69db48c74451,123/2024/NĐ-CP,Hành vi chuyển đất trồng lúa sang đất phi nông nghiệp (không phải là đất ở) thuộc địa giới hành chính của xã vi phạm quy định
694fb81aaedc69db48c74451,123/2024/NĐ-CP,000
694fb81aaedc69db48c74451,123/2024/NĐ-CP,000 đồng đến 10
694fb81aaedc69db48c74451,123/2024/NĐ-CP,000
694fb81aaedc69db48c74451,123/2024/NĐ-CP,"000 đồng đối với diện tích đất từ 0,05 héc ta đến dưới 0,1 héc ta"
694fb81aaedc69db48c74452,123/2024/NĐ-CP,Hành vi chuyển đất trồng lúa sang đất phi nông nghiệp (không phải là đất ở) thuộc địa giới hành chính của xã bị xử phạt
694fb81aaedc69db48c74452,123/2024/NĐ-CP,000
694fb81aaedc69db48c74452,123/2024/NĐ-CP,000 đồng đến 20
694fb81aaedc69db48c74452,123/2024/NĐ-CP,000
694fb81aaedc69db48c74452,123/2024/NĐ-CP,000 đồng
694fb81aaedc69db48c74453,123/2024/NĐ-CP,000
694fb81aaedc69db48c74453,123/2024/NĐ-CP,000 đồng đến 50
694fb81aaedc69db48c74453,123/2024/NĐ-CP,000
694fb81aaedc69db48c74453,123/2024/NĐ-CP,000 đồng
694fb81aaedc69db48c74454,123/2024/NĐ-CP,000
694fb81aaedc69db48c74454,123/2024/NĐ-CP,000 đồng đến 100
694fb81aaedc69db48c74454,123/2024/NĐ-CP,000
694fb81aaedc69db48c74454,123/2024/NĐ-CP,000 đồng đối với diện tích đất từ 01 héc ta đến dưới 02 héc ta
